sale_id,sale_date,customer_id,customer_gender,customer_loyalty_member_status,product_id,product_brand,product_name,product_category,store_city,store_country,sale_quantity,product_unit_price,sale_revenue,sale_cost,sale_profit
199,2023-01-01,33038,Male,0,148,Hershey,"Hershey White Chocolate 50% (200g)",White,Vancouver,Canada,2,8.99,24.68,16.55,8.14
201,2023-01-01,39964,Female,0,148,Hershey,"Hershey White Chocolate 50% (200g)",White,"Long Island",USA,5,8.99,17.30,11.53,5.77
552,2023-01-01,2777,Female,0,35,Hershey,"Hershey White Chocolate 70% (200g)",White,Sydney,Australia,4,8.94,12.51,6.62,5.89
551,2023-01-01,37337,Female,0,35,Hershey,"Hershey White Chocolate 70% (200g)",White,Melbourne,Australia,1,8.94,3.48,1.90,1.58
427,2023-01-01,25195,Male,0,79,Hershey,"Hershey White Chocolate 80% (50g)",White,Montreal,Canada,5,9.06,51.35,33.92,17.43
488,2023-01-01,39784,Male,0,56,Lindt,"Lindt Dark Chocolate 50% (120g)",Dark,Melbourne,Australia,4,8.96,37.92,23.43,14.49
492,2023-01-01,18364,Female,0,56,Lindt,"Lindt Dark Chocolate 50% (120g)",Dark,Sydney,Australia,2,8.96,22.04,13.19,8.85
491,2023-01-01,37080,Male,0,56,Lindt,"Lindt Dark Chocolate 50% (120g)",Dark,Toronto,Canada,3,8.96,17.14,11.15,5.99
579,2023-01-01,29443,Male,0,28,Lindt,"Lindt Dark Chocolate 50% (200g)",Dark,Sydney,Australia,3,9.15,23.85,14.34,9.51
577,2023-01-01,18230,Female,0,28,Lindt,"Lindt Dark Chocolate 50% (200g)",Dark,Paris,France,1,9.15,8.98,5.87,3.11
575,2023-01-01,35645,Male,0,28,Lindt,"Lindt Dark Chocolate 50% (200g)",Dark,"Long Island",USA,5,9.15,71.95,43.29,28.66
548,2023-01-01,48345,Female,0,36,Lindt,"Lindt Dark Chocolate 50% (50g)",Dark,Montreal,Canada,2,8.98,5.41,3.64,1.76
547,2023-01-01,13109,Female,0,36,Lindt,"Lindt Dark Chocolate 50% (50g)",Dark,Munich,Germany,5,8.98,49.75,27.15,22.60
550,2023-01-01,31588,Female,0,36,Lindt,"Lindt Dark Chocolate 50% (50g)",Dark,"Long Island",USA,5,8.98,48.55,26.03,22.52
336,2023-01-01,15853,Female,0,108,Lindt,"Lindt Dark Chocolate 60% (100g)",Dark,Toronto,Canada,5,9.09,37.91,20.07,17.84
335,2023-01-01,29972,Male,0,108,Lindt,"Lindt Dark Chocolate 60% (100g)",Dark,Montreal,Canada,3,9.09,37.87,25.13,12.74
337,2023-01-01,37918,Female,0,108,Lindt,"Lindt Dark Chocolate 60% (100g)",Dark,"Long Island",USA,3,9.09,38.19,20.39,17.80
334,2023-01-01,45505,Female,0,108,Lindt,"Lindt Dark Chocolate 60% (100g)",Dark,"Long Island",USA,2,9.09,6.64,3.76,2.88
258,2023-01-01,39217,Female,0,132,Lindt,"Lindt Dark Chocolate 70% (50g)",Dark,Montreal,Canada,5,9.07,42.00,23.69,18.31
147,2023-01-01,44427,Male,0,164,Lindt,"Lindt Dark Chocolate 80% (100g)",Dark,Toronto,Canada,3,9.08,15.66,10.31,5.35
148,2023-01-01,15553,Male,0,164,Lindt,"Lindt Dark Chocolate 80% (100g)",Dark,"New York",USA,2,9.08,9.04,5.77,3.27
101,2023-01-01,40707,Male,0,174,Lindt,"Lindt Dark Chocolate 90% (100g)",Dark,London,UK,2,9.13,26.35,14.25,12.10
574,2023-01-01,4677,Male,0,29,Lindt,"Lindt Milk Chocolate 60% (100g) [ID:29]",Milk,Toronto,Canada,5,8.91,46.35,26.84,19.51
493,2023-01-01,3165,Female,0,55,Lindt,"Lindt Milk Chocolate 60% (100g) [ID:55]",Milk,Sydney,Australia,2,8.95,10.02,6.48,3.54
281,2023-01-01,32053,Male,0,125,Lindt,"Lindt Milk Chocolate 60% (50g)",Milk,Vancouver,Canada,2,8.97,9.22,6.01,3.21
127,2023-01-01,2614,Male,0,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,Vancouver,Canada,3,9.11,30.03,15.21,14.82
129,2023-01-01,48889,Female,0,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,Lyon,France,1,9.11,12.54,8.09,4.45
123,2023-01-01,9993,Male,0,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,Hamburg,Germany,4,9.11,52.48,28.23,24.25
40,2023-01-01,46645,Female,0,190,Lindt,"Lindt Milk Chocolate 70% (200g) [ID:190]",Milk,Brisbane,Australia,1,9.05,6.96,4.81,2.15
504,2023-01-01,41142,Female,0,51,Lindt,"Lindt Milk Chocolate 80% (200g)",Milk,Manchester,UK,2,8.96,15.02,9.62,5.40
198,2023-01-01,29070,Female,0,149,Lindt,"Lindt Milk Chocolate 80% (80g)",Milk,Toronto,Canada,5,8.97,73.60,45.02,28.58
196,2023-01-01,44819,Male,0,149,Lindt,"Lindt Milk Chocolate 80% (80g)",Milk,Toronto,Canada,3,8.97,18.51,10.72,7.79
195,2023-01-01,46047,Male,0,149,Lindt,"Lindt Milk Chocolate 80% (80g)",Milk,"Long Island",USA,5,8.97,40.85,20.43,20.42
227,2023-01-01,3857,Male,0,142,Lindt,"Lindt Praline Chocolate 70% (200g)",Praline,Brisbane,Australia,5,9.07,44.30,24.23,20.07
226,2023-01-01,25258,Female,0,142,Lindt,"Lindt Praline Chocolate 70% (200g)",Praline,Marseille,France,4,9.07,51.44,31.02,20.42
229,2023-01-01,21287,Male,0,142,Lindt,"Lindt Praline Chocolate 70% (200g)",Praline,Paris,France,3,9.07,44.16,27.45,16.71
228,2023-01-01,35140,Male,0,142,Lindt,"Lindt Praline Chocolate 70% (200g)",Praline,London,UK,1,9.07,9.46,6.33,3.13
465,2023-01-01,33028,Female,0,63,Lindt,"Lindt Praline Chocolate 90% (100g)",Praline,Sydney,Australia,2,8.99,8.44,5.27,3.17
466,2023-01-01,46999,Male,0,63,Lindt,"Lindt Praline Chocolate 90% (100g)",Praline,"Long Island",USA,5,8.99,18.10,9.73,8.37
467,2023-01-01,3070,Male,0,63,Lindt,"Lindt Praline Chocolate 90% (100g)",Praline,"Long Island",USA,4,8.99,56.44,30.12,26.32
590,2023-01-01,36551,Male,0,25,Lindt,"Lindt Praline Chocolate 90% (120g) [ID:25]",Praline,Vancouver,Canada,1,9.02,3.08,1.92,1.16
592,2023-01-01,45516,Male,0,25,Lindt,"Lindt Praline Chocolate 90% (120g) [ID:25]",Praline,Munich,Germany,5,9.02,45.70,30.59,15.11
591,2023-01-01,15564,Male,0,25,Lindt,"Lindt Praline Chocolate 90% (120g) [ID:25]",Praline,Edinburgh,UK,1,9.02,13.18,7.07,6.11
568,2023-01-01,2659,Female,0,30,Lindt,"Lindt Praline Chocolate 90% (120g) [ID:30]",Praline,Brisbane,Australia,4,8.99,45.94,27.74,18.20
569,2023-01-01,3493,Female,0,30,Lindt,"Lindt Praline Chocolate 90% (120g) [ID:30]",Praline,London,UK,1,8.99,10.26,6.55,3.71
567,2023-01-01,35469,Female,0,30,Lindt,"Lindt Praline Chocolate 90% (120g) [ID:30]",Praline,"Long Island",USA,4,8.99,31.86,21.43,10.43
472,2023-01-01,11827,Male,0,61,Lindt,"Lindt Truffle Chocolate 50% (200g)",Truffle,Berlin,Germany,4,9.04,44.80,28.13,16.67
473,2023-01-01,9450,Male,0,61,Lindt,"Lindt Truffle Chocolate 50% (200g)",Truffle,London,UK,5,9.04,30.68,20.60,10.08
474,2023-01-01,45297,Female,0,61,Lindt,"Lindt Truffle Chocolate 50% (200g)",Truffle,Edinburgh,UK,2,9.04,16.32,9.61,6.71
387,2023-01-01,46024,Female,0,92,Lindt,"Lindt Truffle Chocolate 60% (50g)",Truffle,Manchester,UK,3,8.94,12.55,7.67,4.88
388,2023-01-01,39435,Female,0,92,Lindt,"Lindt Truffle Chocolate 60% (50g)",Truffle,Edinburgh,UK,1,8.94,6.13,3.53,2.60
288,2023-01-01,23890,Male,0,124,Lindt,"Lindt Truffle Chocolate 80% (100g)",Truffle,Toronto,Canada,5,8.90,25.25,14.11,11.14
285,2023-01-01,4747,Female,0,124,Lindt,"Lindt Truffle Chocolate 80% (100g)",Truffle,Berlin,Germany,3,8.90,22.23,15.05,7.18
286,2023-01-01,26083,Male,0,124,Lindt,"Lindt Truffle Chocolate 80% (100g)",Truffle,Manchester,UK,1,8.90,12.29,6.95,5.34
481,2023-01-01,48267,Male,0,58,Lindt,"Lindt Truffle Chocolate 80% (120g)",Truffle,Paris,France,1,8.98,14.64,9.94,4.70
484,2023-01-01,12542,Male,0,58,Lindt,"Lindt Truffle Chocolate 80% (120g)",Truffle,Munich,Germany,4,8.98,40.44,25.86,14.58
110,2023-01-01,48556,Male,0,172,Lindt,"Lindt Truffle Chocolate 80% (200g)",Truffle,Vancouver,Canada,4,8.88,41.96,24.92,17.03
111,2023-01-01,21780,Female,0,172,Lindt,"Lindt Truffle Chocolate 80% (200g)",Truffle,Montreal,Canada,1,8.88,4.90,2.78,2.12
109,2023-01-01,45657,Male,0,172,Lindt,"Lindt Truffle Chocolate 80% (200g)",Truffle,Manchester,UK,5,8.88,48.88,33.32,15.56
496,2023-01-01,32013,Male,0,54,Lindt,"Lindt Truffle Chocolate 80% (50g)",Truffle,Toronto,Canada,5,9.03,25.25,13.60,11.65
525,2023-01-01,38194,Female,0,43,Lindt,"Lindt Truffle Chocolate 90% (200g)",Truffle,"New York",USA,1,8.99,3.37,2.30,1.08
99,2023-01-01,25160,Male,0,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,Sydney,Australia,5,8.91,69.60,41.79,27.81
96,2023-01-01,29410,Male,0,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,Toronto,Canada,3,8.91,36.72,23.31,13.41
98,2023-01-01,39531,Male,0,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,Paris,France,2,8.91,20.50,11.25,9.25
94,2023-01-01,27876,Male,0,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,Marseille,France,1,8.91,7.91,4.40,3.50
91,2023-01-01,42440,Female,0,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,Munich,Germany,5,8.91,54.18,32.65,21.53
92,2023-01-01,28679,Female,0,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,Berlin,Germany,1,8.91,6.00,4.17,1.83
298,2023-01-01,39815,Female,0,122,Lindt,"Lindt White Chocolate 70% (120g)",White,Toronto,Canada,1,9.11,13.06,8.20,4.86
297,2023-01-01,34404,Female,0,122,Lindt,"Lindt White Chocolate 70% (120g)",White,Manchester,UK,4,9.11,32.06,22.01,10.05
149,2023-01-01,7461,Female,0,163,Lindt,"Lindt White Chocolate 70% (200g)",White,Toronto,Canada,4,8.93,56.08,34.06,22.02
152,2023-01-01,21958,Male,0,163,Lindt,"Lindt White Chocolate 70% (200g)",White,Munich,Germany,2,8.93,18.74,10.77,7.97
151,2023-01-01,38711,Female,0,163,Lindt,"Lindt White Chocolate 70% (200g)",White,London,UK,2,8.93,24.82,13.55,11.27
362,2023-01-01,12993,Male,0,99,Lindt,"Lindt White Chocolate 80% (120g)",White,Berlin,Germany,1,9.00,5.90,3.34,2.56
358,2023-01-01,23839,Female,0,99,Lindt,"Lindt White Chocolate 80% (120g)",White,London,UK,4,9.00,27.56,17.79,9.77
363,2023-01-01,37888,Male,0,99,Lindt,"Lindt White Chocolate 80% (120g)",White,"New York",USA,5,9.00,24.00,12.81,11.19
401,2023-01-01,38299,Female,0,88,Lindt,"Lindt White Chocolate 90% (100g)",White,London,UK,3,9.05,39.47,22.87,16.61
400,2023-01-01,33317,Male,0,88,Lindt,"Lindt White Chocolate 90% (100g)",White,Manchester,UK,2,9.05,22.49,15.01,7.48
113,2023-01-01,22713,Male,0,171,Mars,"Mars Dark Chocolate 50% (50g) [ID:171]",Dark,Toronto,Canada,5,8.90,47.13,29.93,17.21
114,2023-01-01,29424,Male,0,171,Mars,"Mars Dark Chocolate 50% (50g) [ID:171]",Dark,Buffalo,USA,1,8.90,8.96,5.17,3.78
205,2023-01-01,6146,Female,0,147,Mars,"Mars Dark Chocolate 60% (120g)",Dark,Montreal,Canada,5,9.13,40.65,26.15,14.50
206,2023-01-01,10113,Female,0,147,Mars,"Mars Dark Chocolate 60% (120g)",Dark,"Long Island",USA,4,9.13,28.32,14.46,13.86
536,2023-01-01,18532,Female,0,40,Mars,"Mars Dark Chocolate 60% (80g)",Dark,Marseille,France,2,8.98,11.20,6.83,4.38
535,2023-01-01,3753,Female,0,40,Mars,"Mars Dark Chocolate 60% (80g)",Dark,Manchester,UK,3,8.98,23.31,14.37,8.94
610,2023-01-01,37706,Male,0,19,Mars,"Mars Dark Chocolate 70% (50g)",Dark,Sydney,Australia,3,9.13,29.01,18.62,10.39
608,2023-01-01,27828,Male,0,19,Mars,"Mars Dark Chocolate 70% (50g)",Dark,Paris,France,4,9.13,29.28,15.99,13.29
246,2023-01-01,36919,Male,0,136,Mars,"Mars Dark Chocolate 90% (200g)",Dark,London,UK,5,9.08,55.26,36.98,18.28
248,2023-01-01,3432,Male,0,136,Mars,"Mars Dark Chocolate 90% (200g)",Dark,Manchester,UK,5,9.08,43.80,23.34,20.46
620,2023-01-01,22853,Male,0,16,Mars,"Mars Dark Chocolate 90% (50g)",Dark,Montreal,Canada,4,8.89,44.96,27.92,17.04
619,2023-01-01,5075,Male,0,16,Mars,"Mars Dark Chocolate 90% (50g)",Dark,Manchester,UK,1,8.89,3.56,2.20,1.36
230,2023-01-01,43149,Male,0,141,Mars,"Mars Dark Chocolate 90% (80g)",Dark,Montreal,Canada,1,9.07,11.98,7.41,4.57
234,2023-01-01,11442,Female,0,141,Mars,"Mars Dark Chocolate 90% (80g)",Dark,"Long Island",USA,5,9.07,73.25,46.35,26.90
660,2023-01-01,15045,Male,0,4,Mars,"Mars Milk Chocolate 50% (80g) [ID:4]",Milk,Manchester,UK,3,9.03,35.37,21.76,13.61
440,2023-01-01,27327,Female,0,73,Mars,"Mars Milk Chocolate 50% (80g) [ID:73]",Milk,Lyon,France,3,9.09,26.18,17.00,9.18
243,2023-01-01,21782,Female,0,138,Mars,"Mars Milk Chocolate 80% (120g)",Milk,Melbourne,Australia,4,9.06,13.28,9.07,4.21
301,2023-01-01,2162,Female,0,120,Mars,"Mars Milk Chocolate 90% (100g)",Milk,Marseille,France,5,8.91,26.60,17.04,9.56
138,2023-01-01,21955,Female,0,166,Mars,"Mars Milk Chocolate 90% (80g)",Milk,Manchester,UK,3,8.99,20.97,10.84,10.13
69,2023-01-01,34542,Female,0,182,Mars,"Mars Praline Chocolate 60% (120g)",Praline,"Long Island",USA,1,8.97,8.76,5.27,3.49
453,2023-01-01,43507,Female,0,67,Mars,"Mars Praline Chocolate 80% (120g)",Praline,Melbourne,Australia,1,8.93,3.63,2.10,1.53
278,2023-01-01,14196,Male,0,127,Mars,"Mars Praline Chocolate 90% (80g)",Praline,Brisbane,Australia,3,8.95,38.46,21.54,16.92
276,2023-01-01,8107,Female,0,127,Mars,"Mars Praline Chocolate 90% (80g)",Praline,Buffalo,USA,3,8.95,17.76,8.94,8.82
364,2023-01-01,15518,Female,0,98,Mars,"Mars Truffle Chocolate 50% (200g)",Truffle,Melbourne,Australia,3,9.02,36.69,20.81,15.89
365,2023-01-01,49160,Male,0,98,Mars,"Mars Truffle Chocolate 50% (200g)",Truffle,Paris,France,5,9.02,39.19,24.16,15.03
508,2023-01-01,9665,Female,0,47,Mars,"Mars Truffle Chocolate 70% (200g)",Truffle,Toronto,Canada,1,9.00,11.04,6.06,4.98
511,2023-01-01,21938,Male,0,47,Mars,"Mars Truffle Chocolate 70% (200g)",Truffle,Lyon,France,2,9.00,10.26,6.36,3.90
509,2023-01-01,49388,Male,0,47,Mars,"Mars Truffle Chocolate 70% (200g)",Truffle,Manchester,UK,3,9.00,34.20,23.25,10.94
469,2023-01-01,27044,Male,0,62,Mars,"Mars Truffle Chocolate 80% (120g)",Truffle,Toronto,Canada,5,9.12,60.75,31.09,29.66
468,2023-01-01,25648,Female,0,62,Mars,"Mars Truffle Chocolate 80% (120g)",Truffle,Toronto,Canada,1,9.12,12.07,8.27,3.80
470,2023-01-01,1619,Female,0,62,Mars,"Mars Truffle Chocolate 80% (120g)",Truffle,Lyon,France,4,9.12,31.69,17.01,14.68
633,2023-01-01,8073,Female,0,12,Mars,"Mars Truffle Chocolate 80% (200g)",Truffle,Sydney,Australia,4,9.00,18.40,10.41,7.99
66,2023-01-01,14074,Female,0,183,Mars,"Mars White Chocolate 50% (120g)",White,London,UK,3,9.08,31.75,16.80,14.94
64,2023-01-01,37841,Female,0,183,Mars,"Mars White Chocolate 50% (120g)",White,"Long Island",USA,3,9.08,10.92,6.28,4.64
211,2023-01-01,13636,Female,0,146,Mars,"Mars White Chocolate 50% (50g)",White,Lyon,France,5,9.06,32.73,19.46,13.27
207,2023-01-01,19004,Male,0,146,Mars,"Mars White Chocolate 50% (50g)",White,Paris,France,4,9.06,18.88,11.17,7.71
209,2023-01-01,33814,Female,0,146,Mars,"Mars White Chocolate 50% (50g)",White,London,UK,5,9.06,55.80,30.92,24.88
208,2023-01-01,46601,Male,0,146,Mars,"Mars White Chocolate 50% (50g)",White,Edinburgh,UK,4,9.06,26.24,16.72,9.52
628,2023-01-01,18557,Female,0,14,Mars,"Mars White Chocolate 60% (100g)",White,Marseille,France,4,9.08,43.20,29.36,13.84
627,2023-01-01,5730,Male,0,14,Mars,"Mars White Chocolate 60% (100g)",White,Munich,Germany,4,9.08,18.80,12.35,6.45
626,2023-01-01,38115,Female,0,14,Mars,"Mars White Chocolate 60% (100g)",White,"New York",USA,1,9.08,10.44,5.97,4.47
582,2023-01-01,16321,Male,0,27,Mars,"Mars White Chocolate 60% (200g)",White,Montreal,Canada,3,9.05,34.78,18.49,16.29
584,2023-01-01,34488,Female,0,27,Mars,"Mars White Chocolate 60% (200g)",White,Montreal,Canada,3,9.05,37.56,25.27,12.29
580,2023-01-01,11723,Female,0,27,Mars,"Mars White Chocolate 60% (200g)",White,"Long Island",USA,2,9.05,19.52,10.12,9.40
300,2023-01-01,42652,Female,0,121,Mars,"Mars White Chocolate 60% (50g) [ID:121]",White,London,UK,2,9.01,8.40,5.62,2.78
18,2023-01-01,44813,Male,0,196,Mars,"Mars White Chocolate 60% (80g)",White,Toronto,Canada,4,8.93,20.36,11.80,8.56
19,2023-01-01,13031,Male,0,196,Mars,"Mars White Chocolate 60% (80g)",White,Toronto,Canada,3,8.93,15.17,8.27,6.90
21,2023-01-01,26807,Male,0,196,Mars,"Mars White Chocolate 60% (80g)",White,Munich,Germany,4,8.93,52.40,33.10,19.30
669,2023-01-01,44134,Male,0,1,Mars,"Mars White Chocolate 80% (120g)",White,Sydney,Australia,5,8.94,23.90,14.21,9.69
670,2023-01-01,49355,Male,0,1,Mars,"Mars White Chocolate 80% (120g)",White,Manchester,UK,3,8.94,43.74,22.96,20.78
1233,2023-01-02,9738,Male,1,46,Cadbury,"Cadbury Dark Chocolate 50% (120g)",Dark,Brisbane,Australia,4,9.13,49.92,27.43,22.49
1231,2023-01-02,43889,Female,1,46,Cadbury,"Cadbury Dark Chocolate 50% (120g)",Dark,Paris,France,4,9.13,40.03,20.11,19.92
1230,2023-01-02,4688,Female,1,46,Cadbury,"Cadbury Dark Chocolate 50% (120g)",Dark,Munich,Germany,1,9.13,7.82,4.58,3.24
1027,2023-01-02,29050,Female,1,102,Cadbury,"Cadbury Dark Chocolate 50% (50g) [ID:102]",Dark,"New York",USA,1,9.01,6.11,4.07,2.04
1325,2023-01-02,35387,Male,1,21,Cadbury,"Cadbury Dark Chocolate 50% (50g) [ID:21]",Dark,Montreal,Canada,3,8.85,41.46,26.49,14.97
1324,2023-01-02,30702,Female,1,21,Cadbury,"Cadbury Dark Chocolate 50% (50g) [ID:21]",Dark,Montreal,Canada,1,8.85,13.83,7.38,6.45
990,2023-01-02,41272,Female,1,112,Cadbury,"Cadbury Dark Chocolate 50% (80g)",Dark,London,UK,2,9.04,18.19,12.57,5.62
806,2023-01-02,47002,Female,1,162,Cadbury,"Cadbury Dark Chocolate 60% (100g)",Dark,Marseille,France,5,9.04,22.70,12.97,9.73
805,2023-01-02,9156,Female,1,162,Cadbury,"Cadbury Dark Chocolate 60% (100g)",Dark,Marseille,France,4,9.04,47.48,31.67,15.81
808,2023-01-02,12329,Female,1,162,Cadbury,"Cadbury Dark Chocolate 60% (100g)",Dark,Berlin,Germany,2,9.04,18.14,12.52,5.62
1100,2023-01-02,46471,Female,1,78,Cadbury,"Cadbury Dark Chocolate 60% (120g)",Dark,Montreal,Canada,5,9.00,25.60,17.86,7.74
1101,2023-01-02,5803,Female,1,78,Cadbury,"Cadbury Dark Chocolate 60% (120g)",Dark,Berlin,Germany,4,9.00,58.48,36.85,21.63
1104,2023-01-02,47371,Female,1,78,Cadbury,"Cadbury Dark Chocolate 60% (120g)",Dark,Edinburgh,UK,2,9.00,23.70,12.94,10.76
1102,2023-01-02,59,Male,1,78,Cadbury,"Cadbury Dark Chocolate 60% (120g)",Dark,"Long Island",USA,4,9.00,18.56,10.45,8.11
822,2023-01-02,69,Female,1,156,Cadbury,"Cadbury Dark Chocolate 60% (200g) [ID:156]",Dark,Hamburg,Germany,1,8.99,7.57,4.91,2.66
1058,2023-01-02,7024,Male,1,91,Cadbury,"Cadbury Dark Chocolate 60% (200g) [ID:91]",Dark,Montreal,Canada,5,8.98,49.95,31.30,18.65
1387,2023-01-02,3618,Female,1,2,Cadbury,"Cadbury Dark Chocolate 70% (100g) [ID:2]",Dark,Paris,France,5,8.96,70.80,39.88,30.92
1316,2023-01-02,23651,Male,1,23,Cadbury,"Cadbury Dark Chocolate 70% (100g) [ID:23]",Dark,Vancouver,Canada,1,8.97,10.02,5.55,4.47
1315,2023-01-02,27726,Female,1,23,Cadbury,"Cadbury Dark Chocolate 70% (100g) [ID:23]",Dark,Lyon,France,1,8.97,12.76,6.64,6.12
820,2023-01-02,23808,Male,1,157,Cadbury,"Cadbury Dark Chocolate 80% (200g)",Dark,Berlin,Germany,5,9.03,74.85,51.05,23.80
821,2023-01-02,35650,Male,1,157,Cadbury,"Cadbury Dark Chocolate 80% (200g)",Dark,Berlin,Germany,2,9.03,17.32,10.09,7.23
1207,2023-01-02,27753,Male,1,52,Cadbury,"Cadbury Dark Chocolate 90% (100g)",Dark,Melbourne,Australia,5,8.97,19.30,10.87,8.43
671,2023-01-02,12798,Male,1,200,Cadbury,"Cadbury Milk Chocolate 50% (100g)",Milk,Lyon,France,5,9.11,52.80,34.68,18.12
672,2023-01-02,21423,Female,1,200,Cadbury,"Cadbury Milk Chocolate 50% (100g)",Milk,Manchester,UK,5,9.11,18.91,9.49,9.42
862,2023-01-02,36158,Male,1,144,Cadbury,"Cadbury Milk Chocolate 60% (50g)",Milk,"Long Island",USA,4,9.07,35.64,19.04,16.60
1313,2023-01-02,48910,Male,1,24,Cadbury,"Cadbury Milk Chocolate 70% (100g)",Milk,Vancouver,Canada,2,8.99,20.08,11.23,8.85
1053,2023-01-02,18615,Female,1,93,Cadbury,"Cadbury Milk Chocolate 90% (80g)",Milk,Montreal,Canada,3,9.08,9.30,6.00,3.30
1054,2023-01-02,12193,Male,1,93,Cadbury,"Cadbury Milk Chocolate 90% (80g)",Milk,Montreal,Canada,3,9.08,31.50,20.99,10.51
718,2023-01-02,46228,Female,1,188,Cadbury,"Cadbury Praline Chocolate 50% (120g)",Praline,Montreal,Canada,2,9.12,7.40,4.44,2.96
719,2023-01-02,8803,Female,1,188,Cadbury,"Cadbury Praline Chocolate 50% (120g)",Praline,Edinburgh,UK,2,9.12,10.84,6.74,4.10
941,2023-01-02,16169,Male,1,123,Cadbury,"Cadbury Praline Chocolate 50% (50g)",Praline,Brisbane,Australia,4,8.99,47.08,30.74,16.34
942,2023-01-02,3641,Male,1,123,Cadbury,"Cadbury Praline Chocolate 50% (50g)",Praline,Montreal,Canada,2,8.99,14.36,9.51,4.86
1131,2023-01-02,35729,Female,1,71,Cadbury,"Cadbury Praline Chocolate 70% (100g)",Praline,Vancouver,Canada,1,9.00,6.89,4.19,2.70
1130,2023-01-02,30865,Female,1,71,Cadbury,"Cadbury Praline Chocolate 70% (100g)",Praline,Toronto,Canada,1,9.00,10.25,6.11,4.13
1372,2023-01-02,43805,Female,1,7,Cadbury,"Cadbury Praline Chocolate 70% (120g)",Praline,Toronto,Canada,3,8.95,10.73,5.46,5.27
1374,2023-01-02,7947,Female,1,7,Cadbury,"Cadbury Praline Chocolate 70% (120g)",Praline,London,UK,1,8.95,12.34,8.08,4.26
892,2023-01-02,32526,Female,1,137,Cadbury,"Cadbury Praline Chocolate 80% (100g)",Praline,Lyon,France,1,9.08,11.62,7.39,4.23
890,2023-01-02,32485,Male,1,137,Cadbury,"Cadbury Praline Chocolate 80% (100g)",Praline,Edinburgh,UK,2,9.08,19.70,11.84,7.86
889,2023-01-02,44459,Female,1,137,Cadbury,"Cadbury Praline Chocolate 80% (100g)",Praline,London,UK,1,9.08,9.16,4.87,4.29
1225,2023-01-02,39220,Female,1,48,Cadbury,"Cadbury Praline Chocolate 90% (50g)",Praline,Vancouver,Canada,3,8.91,32.31,18.10,14.21
1224,2023-01-02,20611,Female,1,48,Cadbury,"Cadbury Praline Chocolate 90% (50g)",Praline,London,UK,3,8.91,24.27,15.89,8.38
1106,2023-01-02,26281,Male,1,77,Cadbury,"Cadbury Truffle Chocolate 70% (100g)",Truffle,Brisbane,Australia,5,9.07,48.50,33.47,15.03
1083,2023-01-02,26766,Female,1,83,Cadbury,"Cadbury Truffle Chocolate 70% (200g)",Truffle,Montreal,Canada,5,9.03,40.75,26.48,14.27
1069,2023-01-02,6482,Male,1,86,Cadbury,"Cadbury Truffle Chocolate 80% (120g)",Truffle,London,UK,1,8.92,3.04,1.67,1.37
1088,2023-01-02,2311,Female,1,81,Cadbury,"Cadbury Truffle Chocolate 90% (100g)",Truffle,Melbourne,Australia,5,9.03,27.85,16.80,11.05
1092,2023-01-02,23734,Male,1,81,Cadbury,"Cadbury Truffle Chocolate 90% (100g)",Truffle,Melbourne,Australia,4,9.03,36.64,22.44,14.20
1087,2023-01-02,37211,Female,1,81,Cadbury,"Cadbury Truffle Chocolate 90% (100g)",Truffle,Berlin,Germany,2,9.03,15.06,8.52,6.54
919,2023-01-02,13793,Male,1,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,Vancouver,Canada,4,8.99,32.52,22.19,10.33
921,2023-01-02,5969,Male,1,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,"New York",USA,5,8.99,14.92,9.36,5.56
918,2023-01-02,5203,Female,1,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,"New York",USA,4,8.99,28.83,17.67,11.16
920,2023-01-02,14464,Male,1,129,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:129]",Truffle,"Long Island",USA,4,8.99,34.60,23.80,10.80
1187,2023-01-02,34443,Male,1,57,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:57]",Truffle,"Long Island",USA,5,9.02,34.60,20.89,13.71
1188,2023-01-02,21370,Female,1,57,Cadbury,"Cadbury Truffle Chocolate 90% (80g) [ID:57]",Truffle,Buffalo,USA,2,9.02,27.00,16.95,10.05
1262,2023-01-02,3888,Female,1,38,Cadbury,"Cadbury White Chocolate 50% (100g)",White,Paris,France,2,9.01,24.63,16.34,8.29
1263,2023-01-02,408,Male,1,38,Cadbury,"Cadbury White Chocolate 50% (100g)",White,London,UK,3,9.01,19.92,12.61,7.31
